loss,custom_loss,val_loss,val_custom_loss
1.3784410953521729,1.1098713874816895,1.313636302947998,1.040144681930542
1.2913410663604736,1.0353556871414185,1.2586727142333984,0.9844366908073425
1.171053171157837,0.9135897755622864,1.199686050415039,0.9251466989517212
1.0521011352539062,0.8140237927436829,1.1620020866394043,0.8880870938301086
0.9695186614990234,0.7227597832679749,1.1342123746871948,0.861315131187439
0.8981772661209106,0.6412375569343567,1.1164566278457642,0.844610333442688
0.841773271560669,0.6117335557937622,1.1032053232192993,0.8322939872741699
0.794619083404541,0.5779164433479309,1.0962390899658203,0.8258334994316101
0.7536452412605286,0.4978233277797699,1.0887906551361084,0.8186171650886536
0.7251308560371399,0.46962785720825195,1.0837879180908203,0.8145439028739929
